Issue,EventId,Cur,Event,Period,Date,Time,PreviousRaw,PriorActual,PreviousEffective,Details
stale_missing_actual_dropped,JPY::boj monthly report::none,JPY,BoJ Monthly Report,,2015-09-16,13:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,JPY::boj monthly report::none,JPY,BoJ Monthly Report,,2015-10-08,13:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,JPY::boj monthly report::none,JPY,BoJ Monthly Report,,2015-11-20,13:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,JPY::boj monthly report::none,JPY,BoJ Monthly Report,,2015-12-21,13:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,ARS::economic activity::y/y,ARS,Economic Activity (YoY)  (Oct),oct,2015-01-19,03:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,UAH::cpi::m/m,UAH,CPI (MoM)  (Jul),jul,2015-08-06,22:45,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,EUR::spanish business confidence::none,EUR,Spanish Business Confidence,,2015-01-07,17:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,EUR::italian 6 - month bot auction::none,EUR,Italian 6-Month BOT Auction,,2015-03-25,17:10,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,ILS::m1 money supply::y/y,ILS,M1 Money Supply (YoY)  (Sep),sep,2015-10-19,21:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,BRL::bank lending::m/m,BRL,Bank lending (MoM)  (Aug),aug,2015-09-25,21:30,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,BRL::foreign exchange flows::none,BRL,Foreign Exchange Flows,,2015-02-18,22:30,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,EUR::irish unemployment::none,EUR,Irish Unemployment  (Dec),dec,2015-01-07,19:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,JPY::reuters tankan index::none,JPY,Reuters Tankan Index  (Sep),sep,2015-09-16,07:30,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,MYR::money supply::y/y,MYR,Money Supply (YoY)  (Dec),dec,2015-01-30,17:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,EUR::portuguese current account::none,EUR,Portuguese Current Account  (Dec),dec,2015-02-23,20:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,IDR::foreign tourism::none,IDR,Foreign Tourism  (May),may,2015-07-01,12:30,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,IDR::foreign tourism::none,IDR,Foreign Tourism  (Aug),aug,2015-10-01,19:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,IDR::m2 money supply::y/y,IDR,M2 Money Supply (YoY)  (Jan),jan,2015-03-05,18:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,IDR::m2 money supply::y/y,IDR,M2 Money Supply (YoY)  (Feb),feb,2015-04-06,11:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,IDR::m2 money supply::y/y,IDR,M2 Money Supply (YoY)  (Mar),mar,2015-05-07,Tentative,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,IDR::m2 money supply::y/y,IDR,M2 Money Supply (YoY)  (May),may,2015-06-04,11:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,IDR::m2 money supply::y/y,IDR,M2 Money Supply (YoY)  (Jun),jun,2015-08-06,17:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,IDR::m2 money supply::y/y,IDR,M2 Money Supply (YoY)  (Jul),jul,2015-09-04,10:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,IDR::m2 money supply::y/y,IDR,M2 Money Supply (YoY)  (Aug),aug,2015-10-05,09:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,NGN::foreign reserves (usd)::none,NGN,Foreign Reserves (USD)  (Jan),jan,2015-01-30,20:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,NGN::foreign reserves (usd)::none,NGN,Foreign Reserves (USD)  (Feb),feb,2015-02-27,Tentative,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,NGN::foreign reserves (usd)::none,NGN,Foreign Reserves (USD)  (Apr),apr,2015-04-30,Tentative,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,NGN::foreign reserves (usd)::none,NGN,Foreign Reserves (USD)  (Jul),jul,2015-07-31,21:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,NGN::foreign reserves (usd)::none,NGN,Foreign Reserves (USD)  (Sep),sep,2015-09-30,21:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,OMR::cpi::y/y,OMR,CPI (YoY)  (Feb),feb,2015-03-09,14:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,OMR::cpi::y/y,OMR,CPI (YoY)  (Oct),oct,2015-11-20,16:10,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,CZK::budget balance::none,CZK,Budget Balance  (Nov),nov,2015-12-02,21:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,TRY::foreign arrivals::y/y,TRY,Foreign Arrivals (YoY)  (Dec),dec,2015-01-27,17:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,QAR::gdp::y/y,QAR,GDP (YoY)  (Q3),q3,2015-12-31,Tentative,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,KWD::bank lending::y/y,KWD,Bank Lending (YoY)  (Mar),mar,2015-05-21,05:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,KWD::bank lending::y/y,KWD,Bank Lending (YoY)  (May),may,2015-07-14,17:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,KWD::m2 money supply::y/y,KWD,M2 Money Supply (YoY)  (Mar),mar,2015-05-21,05:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,KWD::m2 money supply::y/y,KWD,M2 Money Supply (YoY)  (May),may,2015-07-14,17:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,OMR::budget balance::none,OMR,Budget Balance  (Mar),mar,2015-05-21,05:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,OMR::budget balance::none,OMR,Budget Balance  (Mar),mar,2015-05-27,05:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,TRY::exports::none,TRY,Exports  (Feb),feb,2015-03-02,17:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,TRY::exports::none,TRY,Exports  (Apr),apr,2015-05-01,16:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,CZK::trade balance::none,CZK,Trade Balance  (Feb),feb,2015-04-07,15:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,INR::m3 money supply (2wk)::none,INR,M3 Money Supply  (2wk),,2015-11-11,19:30,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,INR::m3 money supply (2wk)::none,INR,M3 Money Supply  (2wk),,2015-11-25,19:30,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,INR::m3 money supply (2wk)::none,INR,M3 Money Supply  (2wk),,2015-12-09,20:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,INR::bank loan growth (2wk)::none,INR,Bank Loan Growth  (2wk),,2015-03-20,19:30,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,INR::deposit growth (2wk)::none,INR,Deposit Growth  (2wk),,2015-03-20,19:30,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,MYR::overall net capital flow::none,MYR,Overall Net Capital Flow  (Q2),q2,2015-08-13,12:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,USD::payrolls benchmark (12m)::none,USD,Payrolls Benchmark  (12M),,2015-09-17,22:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,KES::gdp::q/q,KES,GDP (QoQ)  (Q4),q4,2015-04-29,17:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,PEN::current account % of gdp::none,PEN,Current Account % of GDP  (Q1),q1,2015-05-23,21:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,PEN::current account % of gdp::none,PEN,Current Account % of GDP  (Q2),q2,2015-08-22,21:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,PEN::fiscal balance % of gdp::none,PEN,Fiscal Balance % of GDP  (Q1),q1,2015-05-23,21:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,PEN::fiscal balance % of gdp::none,PEN,Fiscal Balance % of GDP  (Q2),q2,2015-08-22,21:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
