Patch,EventId,Cur,Event,Period,Date,Time,PreviousRaw,PriorActual,PreviousEffective
previous_missing_filled,AUD::rba bulletin::none,AUD,RBA Bulletin,,2008-08-21,09:30,,0.00,0.00
previous_missing_filled,AUD::rba bulletin::none,AUD,RBA Bulletin,,2008-09-18,09:30,,0.00,0.00
previous_missing_filled,AUD::rba bulletin::none,AUD,RBA Bulletin,,2008-10-15,08:30,,0.00,0.00
previous_missing_filled,AUD::rba bulletin::none,AUD,RBA Bulletin,,2008-11-20,08:30,,0.00,0.00
previous_missing_filled,AUD::rba bulletin::none,AUD,RBA Bulletin,,2008-12-18,08:30,,0.00,0.00
previous_missing_filled,GBP::boe mpc member sentance speaks::none,GBP,BoE MPC Member Sentance Speaks,,2008-07-15,16:30,,0.00,0.00
previous_missing_filled,GBP::boe mpc member sentance speaks::none,GBP,BoE MPC Member Sentance Speaks,,2008-10-13,18:30,,0.00,0.00
previous_missing_filled,GBP::boe mpc member sentance speaks::none,GBP,BoE MPC Member Sentance Speaks,,2008-12-09,22:30,,0.00,0.00
previous_missing_filled,CHF::snb board member jordan speaks::none,CHF,SNB Board Member Jordan Speaks,,2008-06-06,18:00,,0.00,0.00
previous_missing_filled,CHF::snb board member jordan speaks::none,CHF,SNB Board Member Jordan Speaks,,2008-06-12,19:00,,0.00,0.00
previous_missing_filled,GBP::boe mpc member blanchflower speaks::none,GBP,BoE MPC Member Blanchflower Speaks,,2008-10-30,02:00,,0.00,0.00
previous_missing_filled,JPY::boj monthly report::none,JPY,BoJ Monthly Report,,2008-07-15,14:00,,0.00,0.00
previous_missing_filled,JPY::boj monthly report::none,JPY,BoJ Monthly Report,,2008-08-20,14:00,,0.00,0.00
previous_missing_filled,JPY::boj monthly report::none,JPY,BoJ Monthly Report,,2008-09-18,13:00,,0.00,0.00
previous_missing_filled,JPY::boj monthly report::none,JPY,BoJ Monthly Report,,2008-10-08,13:00,,0.00,0.00
previous_missing_filled,JPY::boj monthly report::none,JPY,BoJ Monthly Report,,2008-11-25,14:00,,0.00,0.00
previous_missing_filled,JPY::boj monthly report::none,JPY,BoJ Monthly Report,,2008-12-22,13:00,,0.00,0.00
