EventId,Date,Time,Actual,Forecast,Previous
EUR::german ifo business climate index::none,2007-10-25,17:00,103.9,103.7,104.2
USD::u.s. baker hughes oil rig count::none,2007-10-27,01:00,326,,320
USD::cftc crude oil speculative net positions::none,2007-10-27,04:30,42.4k,,68.6k
USD::fed interest rate decision::none,2007-11-01,02:00,4.50%,,4.75%
USD::fed's balance sheet::none,2007-11-01,04:30,883.39B,,881.40B
CAD::boc interest rate decision::none,2007-11-01,17:00,4.50%,,4.50%
CAD::budget balance::none,2007-11-01,17:00,-0.52B,,0.01B
CAD::budget balance::y/y,2007-11-01,17:00,6.11B,,6.63B
CAD::cpi::y/y,2007-11-01,17:00,2.40%,,2.50%
CAD::exports::none,2007-11-01,17:00,36.64B,,37.10B
CAD::foreign securities purchases by canadians::none,2007-11-01,17:00,4.78B,,-4.50B
CAD::full employment change::none,2007-11-01,17:00,4.40K,,14.80K
CAD::ippi::m/m,2007-11-01,17:00,-1.20%,,-0.80%
CAD::ippi::y/y,2007-11-01,17:00,-0.90%,,0.20%
CAD::imports::none,2007-11-01,17:00,33.54B,,34.49B
CAD::ivey pmi n.s.a::none,2007-11-01,17:00,57.10,,56.00
CAD::manufacturing sales::m/m,2007-11-01,17:00,-0.10%,,-0.70%
CAD::part time employment change::none,2007-11-01,17:00,51.30K,,30.10K
CAD::participation rate::none,2007-11-01,17:00,67.60%,,67.50%
CAD::rmpi::y/y,2007-11-01,17:00,12.20%,,8.70%
CAD::building permits::m/m,2007-11-01,17:00,7.10%,,-1.70%
CAD::cpi::m/m,2007-11-01,17:00,-0.30%,,0.20%
CAD::core cpi::m/m,2007-11-01,17:00,-0.20%,,0.40%
CAD::core cpi::y/y,2007-11-01,17:00,1.80%,,2.00%
CAD::core retail sales::m/m,2007-11-01,17:00,0.40%,,-0.20%
CAD::employment change::none,2007-11-01,17:00,55.60K,,45.00K
CAD::foreign securities purchases::none,2007-11-01,17:00,-24.13B,,-4.46B
CAD::gdp::m/m,2007-11-01,17:00,0.00%,,0.00%
CAD::housing starts::none,2007-11-01,17:00,234.40K,,290.40K
CAD::new housing price index::m/m,2007-11-01,17:00,0.10%,,0.30%
CAD::rmpi::m/m,2007-11-01,17:00,0.50%,,-0.80%
CAD::retail sales::m/m,2007-11-01,17:00,-0.10%,,-1.10%
CAD::trade balance::none,2007-11-01,17:00,3.09B,,2.61B
CAD::unemployment rate::none,2007-11-01,17:00,5.80%,,5.90%
CAD::wholesale sales::m/m,2007-11-01,17:00,0.80%,,0.20%
GBP::boe interest rate decision::none,2007-11-01,17:00,5.75%,,5.75%
GBP::cpi::y/y,2007-11-01,17:00,2.10%,,1.80%
GBP::average earnings ex bonus::none,2007-11-01,17:00,4.40%,,4.70%
GBP::boe consumer credit::none,2007-11-01,17:00,1.52B,,1.39B
GBP::cbi distributive trades survey::none,2007-11-01,17:00,10.00,,12.00
GBP::cbi industrial trends orders::none,2007-11-01,17:00,-6.00,,6.00
GBP::core ppi output::m/m,2007-11-01,17:00,0.20%,,0.00%
GBP::core ppi output::y/y,2007-11-01,17:00,1.30%,,1.20%
GBP::core rpi::m/m,2007-11-01,17:00,0.40%,,0.30%
GBP::core rpi::y/y,2007-11-01,17:00,3.10%,,2.80%
GBP::gfk consumer confidence::none,2007-11-01,17:00,-8.00,,-7.00
GBP::industrial production::y/y,2007-11-01,17:00,0.50%,,-0.80%
GBP::m4 money supply::m/m,2007-11-01,17:00,-0.20%,,0.90%
GBP::manufacturing production::y/y,2007-11-01,17:00,-0.40%,,-0.40%
GBP::mortgage approvals::none,2007-11-01,17:00,87.85K,,99.22K
GBP::mortgage lending::none,2007-11-01,17:00,7.77B,,9.63B
GBP::ppi input::y/y,2007-11-01,17:00,9.70%,,6.10%
GBP::ppi output::m/m,2007-11-01,17:00,0.80%,,0.30%
GBP::ppi output::y/y,2007-11-01,17:00,3.50%,,2.40%
GBP::public sector net borrowing::none,2007-11-01,17:00,-1.94B,,5.80B
GBP::public sector net cash requirement::none,2007-11-01,17:00,-3.17B,,8.77B
GBP::rpi::m/m,2007-11-01,17:00,0.40%,,0.30%
GBP::rpi::y/y,2007-11-01,17:00,4.20%,,3.90%
GBP::average earnings index +bonus::none,2007-11-01,17:00,5.00%,,5.10%
GBP::brc retail sales monitor::y/y,2007-11-01,17:00,1.00%,,3.00%
GBP::cpi::m/m,2007-11-01,17:00,0.50%,,0.10%
GBP::claimant count change::none,2007-11-01,17:00,-8.20K,,-6.80K
GBP::core retail sales::m/m,2007-11-01,17:00,-0.90%,,0.20%
GBP::core retail sales::y/y,2007-11-01,17:00,2.30%,,4.10%
GBP::halifax house price index::m/m,2007-11-01,17:00,-0.40%,,-0.50%
GBP::halifax house price index::y/y,2007-11-01,17:00,8.90%,,10.70%
GBP::industrial production::m/m,2007-11-01,17:00,0.70%,,-0.60%
GBP::manufacturing production::m/m,2007-11-01,17:00,0.00%,,-0.80%
GBP::nationwide hpi::m/m,2007-11-01,17:00,1.30%,,0.50%
GBP::nationwide hpi::y/y,2007-11-01,17:00,9.70%,,9.00%
GBP::ppi input::m/m,2007-11-01,17:00,2.70%,,2.50%
GBP::retail sales::m/m,2007-11-01,17:00,-1.00%,,0.20%
GBP::retail sales::y/y,2007-11-01,17:00,2.30%,,4.10%
GBP::trade balance::none,2007-11-01,17:00,-7.92B,,-7.95B
GBP::trade balance non - eu::none,2007-11-01,17:00,-4.40B,,-4.14B
GBP::unemployment rate::none,2007-11-01,17:00,5.20%,,5.30%
MXN::consumer confidence::none,2007-11-01,17:00,103.00,,103.50
MXN::consumer confidence n.s.a.::none,2007-11-01,17:00,101.40,,105.30
MXN::core cpi::m/m,2007-11-01,17:00,0.33%,,0.48%
MXN::economic activity::m/m,2007-11-01,17:00,0.49%,,0.30%
MXN::economic activity::y/y,2007-11-01,17:00,4.74%,,2.54%
MXN::fiscal balance::none,2007-11-01,17:00,50.30B,,11.47B
MXN::gross fixed investments::m/m,2007-11-01,17:00,1.20%,,2.12%
MXN::gross fixed investments::y/y,2007-11-01,17:00,10.91%,,3.19%
MXN::industrial production::m/m,2007-11-01,17:00,-0.39%,,1.08%
MXN::industrial production::y/y,2007-11-01,17:00,3.05%,,0.42%
MXN::trade balance::none,2007-11-01,17:00,-1.56B,,-0.64B
MXN::trade balance (usd)::none,2007-11-01,17:00,-1.00B,,-0.56B
MXN::unemployment rate::none,2007-11-01,17:00,3.64%,,3.53%
MXN::unemployment rate n.s.a.::none,2007-11-01,17:00,3.77%,,3.76%
MXN::cpi::m/m,2007-11-01,17:00,0.39%,,0.78%
MXN::cpi::y/y,2007-11-01,17:00,3.74%,,3.79%
MXN::interest rate decision::none,2007-11-01,17:00,7.50%,,7.25%
USD::average hourly earnings::m/m,2007-11-01,17:00,0.10%,,0.20%
USD::cb consumer confidence::none,2007-11-01,17:00,95.20,,99.50
USD::chicago pmi::none,2007-11-01,17:00,50.80,,52.70
USD::core pce price index::m/m,2007-11-01,17:00,0.20%,,0.30%
USD::core pce price index::y/y,2007-11-01,17:00,2.10%,,2.00%
USD::core retail sales::m/m,2007-11-01,17:00,0.50%,,0.50%
USD::crude oil inventories::none,2007-11-01,17:00,-2.08M,,-1.98M
USD::existing home sales::none,2007-11-01,17:00,4.43M,,4.58M
USD::ism manufacturing pmi::none,2007-11-01,17:00,51.10,,51.00
USD::ism manufacturing prices::none,2007-11-01,17:00,63.00,,59.00
USD::ism non - manufacturing pmi::none,2007-11-01,17:00,53.50,,52.50
USD::ism non - manufacturing prices::none,2007-11-01,17:00,69.20,,68.60
USD::initial jobless claims::none,2007-11-01,17:00,328.09K,,313.25K
USD::jolts job openings::none,2007-11-01,17:00,4.28M,,4.48M
USD::new home sales::none,2007-11-01,17:00,727.00K,,686.00K
USD::philadelphia fed manufacturing index::none,2007-11-01,17:00,8.00,,7.00
USD::retail sales::m/m,2007-11-01,17:00,0.30%,,0.80%
USD::all car sales::none,2007-11-01,17:00,7.52M,,7.52M
USD::all truck sales::none,2007-11-01,17:00,8.60M,,8.68M
USD::average weekly hours::none,2007-11-01,17:00,34.50,,34.60
USD::cb employment trends index::none,2007-11-01,17:00,125.50,,126.40
"USD::cpi index, n.s.a.::none",2007-11-01,17:00,208.94,,208.49
USD::capacity utilization rate::none,2007-11-01,17:00,80.40%,,80.80%
USD::chain store sales::m/m,2007-11-01,17:00,1.60%,,1.70%
USD::chain store sales::w/w,2007-11-01,17:00,0.04%,,-0.45%
USD::chain store sales::y/y,2007-11-01,17:00,2.33%,,2.73%
USD::challenger job cuts::none,2007-11-01,17:00,63.11K,,71.74K
USD::chicago fed national activity::none,2007-11-01,17:00,-0.70,,-0.18
USD::cleveland cpi::m/m,2007-11-01,17:00,0.30%,,0.30%
USD::core cpi index::none,2007-11-01,17:00,212.08,,211.55
USD::dallas fed mfg business index::none,2007-11-01,17:00,1.70,,0.10
USD::dallas fed pce::none,2007-11-01,17:00,3.00%,,3.20%
USD::dallas fed services revenues::none,2007-11-01,17:00,28.60,,30.20
USD::domestic truck sales::none,2007-11-01,17:00,7.15M,,7.26M
USD::durables excluding defense::m/m,2007-11-01,17:00,0.70%,,-0.90%
USD::eia weekly distillates stocks::none,2007-11-01,17:00,-0.12M,,0.93M
USD::factory orders ex transportation::m/m,2007-11-01,17:00,2.00%,,0.50%
USD::gasoline inventories::none,2007-11-01,17:00,0.72M,,0.06M
USD::government payrolls::none,2007-11-01,17:00,18.00K,,53.00K
USD::house price index::none,2007-11-01,17:00,220.50,,222.20
USD::house price index::m/m,2007-11-01,17:00,-0.80%,,-0.40%
USD::house price index::y/y,2007-11-01,17:00,-1.70%,,-0.80%
USD::ism manufacturing new orders index::none,2007-11-01,17:00,56.40,,54.40
USD::ism non - manufacturing business activity::none,2007-11-01,17:00,55.10,,54.20
USD::ism non - manufacturing new orders::none,2007-11-01,17:00,55.30,,52.60
USD::ism - new york index::none,2007-11-01,17:00,426.50,,422.30
USD::jobless claims 4 - week avg.::none,2007-11-01,17:00,322.14K,,316.56K
USD::kc fed composite index::none,2007-11-01,17:00,3.00,,2.00
USD::kc fed manufacturing index::none,2007-11-01,17:00,12.00,,5.00
USD::mba 30 - year mortgage rate::none,2007-11-01,17:00,6.27%,,6.31%
USD::mba purchase index::none,2007-11-01,17:00,418.63,,432.55
USD::manufacturing payrolls::none,2007-11-01,17:00,-26.00K,,-38.00K
USD::manufacturing production::m/m,2007-11-01,17:00,-0.40%,,0.50%
USD::michigan current conditions::none,2007-11-01,17:00,97.60,,98.30
USD::midwest manufacturing::none,2007-11-01,17:00,99.40,,100.40
USD::mortgage market index::none,2007-11-01,17:00,662.80,,655.38
USD::mortgage refinance index::none,2007-11-01,17:00,"2,086.53",,"1,953.88"
USD::nahb housing market index::none,2007-11-01,17:00,19.00,,20.00
USD::nfib small business optimism::none,2007-11-01,17:00,96.20,,97.30
USD::natural gas storage::none,2007-11-01,17:00,58.17B,,64.50B
USD::overall net capital flow::none,2007-11-01,17:00,90.40B,,-35.20B
USD::pending home sales index::none,2007-11-01,17:00,88.90,,86.80
USD::personal income::m/m,2007-11-01,17:00,0.10%,,0.70%
USD::philly fed business conditions::none,2007-11-01,17:00,38.90,,32.90
USD::philly fed capex index::none,2007-11-01,17:00,21.30,,16.50
USD::philly fed new orders::none,2007-11-01,17:00,4.60,,12.70
USD::philly fed prices paid::none,2007-11-01,17:00,37.60,,24.60
USD::real earnings::m/m,2007-11-01,17:00,-0.50%,,-0.20%
USD::real personal consumption::m/m,2007-11-01,17:00,-0.10%,,0.00%
USD::redbook::m/m,2007-11-01,17:00,-0.07%,,0.68%
USD::redbook::y/y,2007-11-01,17:00,2.07%,,2.05%
USD::retail sales ex gas/autos::m/m,2007-11-01,17:00,0.20%,,0.10%
USD::richmond manufacturing index::none,2007-11-01,17:00,0.00,,3.00
USD::richmond manufacturing shipments::none,2007-11-01,17:00,0.00,,6.00
USD::richmond services index::none,2007-11-01,17:00,5.00,,-6.00
USD::s&p/cs hpi composite - 20 s.a.::m/m,2007-11-01,17:00,-1.10%,,-0.90%
USD::tic net long - term transactions including swaps::none,2007-11-01,17:00,109.30B,,-10.20B
USD::texas services sector outlook::none,2007-11-01,17:00,7.10,,10.20
"USD::us foreign buying, t - bonds::none",2007-11-01,17:00,54.90B,,24.30B
USD::wholesale inventories::m/m,2007-11-01,17:00,0.20%,,0.80%
USD::5 - year note auction::none,2007-11-01,17:00,3.88%,,4.25%
USD::business inventories::m/m,2007-11-01,17:00,0.40%,,0.60%
USD::construction spending::m/m,2007-11-01,17:00,-1.10%,,0.40%
USD::consumer credit::none,2007-11-01,17:00,13.19B,,14.53B
USD::continuing jobless claims::none,2007-11-01,17:00,"2,568.96K",,"2,530.25K"
USD::existing home sales::m/m,2007-11-01,17:00,-3.30%,,-6.00%
USD::export price index::m/m,2007-11-01,17:00,0.80%,,0.30%
USD::factory orders::m/m,2007-11-01,17:00,1.80%,,-1.10%
USD::federal budget balance::none,2007-11-01,17:00,-56.80B,,112.90B
USD::housing starts::none,2007-11-01,17:00,1.26M,,1.18M
USD::housing starts::m/m,2007-11-01,17:00,6.80%,,-11.10%
USD::ism manufacturing employment::none,2007-11-01,17:00,50.70,,52.00
USD::ism non - manufacturing employment::none,2007-11-01,17:00,53.60,,52.50
USD::import price index::m/m,2007-11-01,17:00,1.50%,,0.60%
USD::industrial production::m/m,2007-11-01,17:00,-0.50%,,0.40%
USD::michigan 1 - year inflation expectations::none,2007-11-01,17:00,3.10%,,3.10%
USD::michigan 5 - year inflation expectations::none,2007-11-01,17:00,2.80%,,2.90%
USD::michigan consumer expectations::none,2007-11-01,17:00,71.60,,74.10
USD::michigan consumer sentiment::none,2007-11-01,17:00,80.90,,83.80
USD::ny empire state manufacturing index::none,2007-11-01,17:00,26.10,,14.74
USD::new home sales::m/m,2007-11-01,17:00,6.00%,,-1.90%
USD::pending home sales::m/m,2007-11-01,17:00,2.40%,,2.00%
USD::personal spending::m/m,2007-11-01,17:00,0.20%,,0.40%
USD::philly fed employment::none,2007-11-01,17:00,8.60,,5.20
USD::private nonfarm payrolls::none,2007-11-01,17:00,65.00K,,33.00K
USD::retail control::m/m,2007-11-01,17:00,0.30%,,0.20%
USD::s&p/cs hpi composite - 20 n.s.a.::m/m,2007-11-01,17:00,-1.40%,,-0.90%
USD::s&p/cs hpi composite - 20 n.s.a.::y/y,2007-11-01,17:00,-6.10%,,-4.90%
USD::tic net long - term transactions::none,2007-11-01,17:00,128.90B,,13.90B
USD::trade balance::none,2007-11-01,17:00,-56.50B,,-57.80B
USD::nonfarm payrolls::none,2007-11-02,20:30,170K,,110K
USD::u.s. baker hughes oil rig count::none,2007-11-03,01:00,335,,326
USD::cftc crude oil speculative net positions::none,2007-11-03,04:30,65.7k,,42.4k
USD::fed's balance sheet::none,2007-11-08,04:30,885.72B,,883.39B
USD::u.s. baker hughes oil rig count::none,2007-11-10,01:00,337,,335
USD::cftc crude oil speculative net positions::none,2007-11-10,04:30,88.6k,,65.7k
USD::fed's balance sheet::none,2007-11-15,04:30,889.54B,,885.72B
USD::cpi::m/m,2007-11-15,21:30,0.3%,,0.4%
USD::cpi::y/y,2007-11-15,21:30,3.5%,,2.8%
USD::core cpi::m/m,2007-11-15,21:30,0.2%,,0.2%
USD::core cpi::y/y,2007-11-15,21:30,2.2%,,2.1%
ILS::cpi::y/y,2007-11-15,23:00,2.2%,,1.4%
USD::u.s. baker hughes oil rig count::none,2007-11-17,01:00,337,,337
USD::cftc crude oil speculative net positions::none,2007-11-17,04:30,10.8k,,88.6k
USD::us leading index::m/m,2007-11-21,23:00,-0.5%,-0.3%,0.1%
USD::u.s. baker hughes oil rig count::none,2007-11-22,01:00,343,,337
USD::fed's balance sheet::none,2007-11-22,04:30,891.03B,,889.54B
USD::cftc crude oil speculative net positions::none,2007-11-24,04:30,34.6k,,10.8k
EUR::german ifo business climate index::none,2007-11-27,17:00,104.2,103.3,103.9
USD::fed's balance sheet::none,2007-11-29,04:30,879.42B,,891.03B
USD::u.s. baker hughes oil rig count::none,2007-12-01,01:00,354,,343
USD::cftc crude oil speculative net positions::none,2007-12-01,04:30,44.6k,,34.6k
CAD::boc interest rate decision::none,2007-12-01,17:00,4.50%,,4.50%
CAD::budget balance::none,2007-12-01,17:00,0.49B,,-0.52B
CAD::budget balance::y/y,2007-12-01,17:00,6.60B,,6.11B
CAD::cpi::y/y,2007-12-01,17:00,2.50%,,2.40%
CAD::exports::none,2007-12-01,17:00,37.64B,,36.64B
CAD::foreign securities purchases by canadians::none,2007-12-01,17:00,-2.40B,,4.78B
CAD::full employment change::none,2007-12-01,17:00,14.80K,,4.40K
CAD::ippi::m/m,2007-12-01,17:00,0.70%,,-1.20%
CAD::ippi::y/y,2007-12-01,17:00,-0.30%,,-0.90%
CAD::imports::none,2007-12-01,17:00,33.87B,,33.54B
CAD::ivey pmi n.s.a::none,2007-12-01,17:00,58.70,,57.10
CAD::manufacturing sales::m/m,2007-12-01,17:00,1.00%,,-0.10%
CAD::part time employment change::none,2007-12-01,17:00,1.60K,,51.30K
CAD::participation rate::none,2007-12-01,17:00,67.70%,,67.60%
CAD::rmpi::y/y,2007-12-01,17:00,15.30%,,12.20%
CAD::building permits::m/m,2007-12-01,17:00,-9.30%,,7.10%
CAD::cpi::m/m,2007-12-01,17:00,0.30%,,-0.30%
CAD::core cpi::m/m,2007-12-01,17:00,0.00%,,-0.20%
CAD::core cpi::y/y,2007-12-01,17:00,1.60%,,1.80%
CAD::core retail sales::m/m,2007-12-01,17:00,2.00%,,0.40%
CAD::employment change::none,2007-12-01,17:00,16.40K,,55.60K
CAD::foreign securities purchases::none,2007-12-01,17:00,-4.68B,,-24.13B
CAD::gdp::m/m,2007-12-01,17:00,0.20%,,0.00%
CAD::housing starts::none,2007-12-01,17:00,235.50K,,234.40K
CAD::new housing price index::m/m,2007-12-01,17:00,0.50%,,0.10%
CAD::rmpi::m/m,2007-12-01,17:00,3.00%,,0.50%
CAD::retail sales::m/m,2007-12-01,17:00,1.90%,,-0.10%
CAD::trade balance::none,2007-12-01,17:00,3.77B,,3.09B
CAD::unemployment rate::none,2007-12-01,17:00,6.00%,,5.80%
CAD::wholesale sales::m/m,2007-12-01,17:00,0.00%,,0.80%
GBP::boe interest rate decision::none,2007-12-01,17:00,5.75%,,5.75%
GBP::cpi::y/y,2007-12-01,17:00,2.10%,,2.10%
GBP::average earnings ex bonus::none,2007-12-01,17:00,4.20%,,4.40%
GBP::boe consumer credit::none,2007-12-01,17:00,0.82B,,1.52B
GBP::cbi distributive trades survey::none,2007-12-01,17:00,13.00,,10.00
GBP::cbi industrial trends orders::none,2007-12-01,17:00,8.00,,-6.00
GBP::core ppi output::m/m,2007-12-01,17:00,0.10%,,0.20%
GBP::core ppi output::y/y,2007-12-01,17:00,1.40%,,1.30%
GBP::core rpi::m/m,2007-12-01,17:00,0.40%,,0.40%
GBP::core rpi::y/y,2007-12-01,17:00,3.20%,,3.10%
GBP::gfk consumer confidence::none,2007-12-01,17:00,-10.00,,-8.00
GBP::industrial production::y/y,2007-12-01,17:00,0.10%,,0.50%
GBP::m4 money supply::m/m,2007-12-01,17:00,0.20%,,-0.20%
GBP::manufacturing production::y/y,2007-12-01,17:00,-0.10%,,-0.40%
GBP::mortgage approvals::none,2007-12-01,17:00,80.95K,,87.85K
GBP::mortgage lending::none,2007-12-01,17:00,7.33B,,7.77B
GBP::ppi input::y/y,2007-12-01,17:00,12.30%,,9.70%
GBP::ppi output::m/m,2007-12-01,17:00,0.80%,,0.80%
GBP::ppi output::y/y,2007-12-01,17:00,4.40%,,3.50%
GBP::public sector net borrowing::none,2007-12-01,17:00,10.99B,,-1.94B
GBP::public sector net cash requirement::none,2007-12-01,17:00,10.01B,,-3.17B
GBP::rpi::m/m,2007-12-01,17:00,0.40%,,0.40%
GBP::rpi::y/y,2007-12-01,17:00,4.30%,,4.20%
GBP::average earnings index +bonus::none,2007-12-01,17:00,4.80%,,5.00%
GBP::brc retail sales monitor::y/y,2007-12-01,17:00,1.20%,,1.00%
GBP::cpi::m/m,2007-12-01,17:00,0.30%,,0.50%
GBP::claimant count change::none,2007-12-01,17:00,-11.10K,,-8.20K
GBP::core retail sales::m/m,2007-12-01,17:00,0.40%,,-0.90%
GBP::core retail sales::y/y,2007-12-01,17:00,2.50%,,2.30%
GBP::halifax house price index::m/m,2007-12-01,17:00,-1.30%,,-0.40%
GBP::halifax house price index::y/y,2007-12-01,17:00,6.30%,,8.90%
GBP::industrial production::m/m,2007-12-01,17:00,0.20%,,0.70%
GBP::manufacturing production::m/m,2007-12-01,17:00,0.80%,,0.00%
GBP::nationwide hpi::m/m,2007-12-01,17:00,-1.00%,,1.30%
GBP::nationwide hpi::y/y,2007-12-01,17:00,6.90%,,9.70%
GBP::ppi input::m/m,2007-12-01,17:00,3.70%,,2.70%
GBP::retail sales::m/m,2007-12-01,17:00,0.50%,,-1.00%
GBP::retail sales::y/y,2007-12-01,17:00,2.50%,,2.30%
GBP::trade balance::none,2007-12-01,17:00,-8.82B,,-7.92B
GBP::trade balance non - eu::none,2007-12-01,17:00,-5.06B,,-4.40B
GBP::unemployment rate::none,2007-12-01,17:00,5.20%,,5.20%
MXN::consumer confidence::none,2007-12-01,17:00,102.50,,103.00
MXN::consumer confidence n.s.a.::none,2007-12-01,17:00,100.00,,101.40
MXN::core cpi::m/m,2007-12-01,17:00,0.23%,,0.33%
MXN::economic activity::m/m,2007-12-01,17:00,-0.60%,,0.49%
MXN::economic activity::y/y,2007-12-01,17:00,3.45%,,4.74%
MXN::fiscal balance::none,2007-12-01,17:00,3.59B,,50.30B
MXN::gross fixed investments::m/m,2007-12-01,17:00,0.58%,,1.20%
MXN::gross fixed investments::y/y,2007-12-01,17:00,9.92%,,10.91%
MXN::industrial production::m/m,2007-12-01,17:00,-1.13%,,-0.39%
MXN::industrial production::y/y,2007-12-01,17:00,0.53%,,3.05%
MXN::trade balance::none,2007-12-01,17:00,-0.82B,,-1.56B
MXN::trade balance (usd)::none,2007-12-01,17:00,-0.09B,,-1.00B
MXN::unemployment rate::none,2007-12-01,17:00,3.57%,,3.64%
MXN::cpi::m/m,2007-12-01,17:00,0.71%,,0.39%
MXN::cpi::y/y,2007-12-01,17:00,3.93%,,3.74%
MXN::interest rate decision::none,2007-12-01,17:00,7.50%,,7.50%
USD::10 - year note auction::none,2007-12-01,17:00,4.25%,,4.75%
USD::average hourly earnings::m/m,2007-12-01,17:00,0.20%,,0.10%
USD::cb consumer confidence::none,2007-12-01,17:00,87.80,,95.20
USD::chicago pmi::none,2007-12-01,17:00,53.40,,50.80
USD::core pce price index::m/m,2007-12-01,17:00,0.20%,,0.20%
USD::core pce price index::y/y,2007-12-01,17:00,2.30%,,2.10%
USD::core retail sales::m/m,2007-12-01,17:00,1.70%,,0.50%
USD::crude oil inventories::none,2007-12-01,17:00,-1.58M,,-2.08M
USD::existing home sales::none,2007-12-01,17:00,4.46M,,4.43M
USD::ism manufacturing pmi::none,2007-12-01,17:00,50.50,,51.10
USD::ism manufacturing prices::none,2007-12-01,17:00,67.50,,63.00
USD::ism non - manufacturing pmi::none,2007-12-01,17:00,52.70,,53.50
USD::ism non - manufacturing prices::none,2007-12-01,17:00,75.30,,69.20
USD::initial jobless claims::none,2007-12-01,17:00,339.05K,,328.09K
USD::jolts job openings::none,2007-12-01,17:00,4.28M,,4.28M
USD::new home sales::none,2007-12-01,17:00,641.00K,,727.00K
USD::philadelphia fed manufacturing index::none,2007-12-01,17:00,7.40,,8.00
USD::retail sales::m/m,2007-12-01,17:00,0.80%,,0.30%
USD::all car sales::none,2007-12-01,17:00,7.91M,,7.52M
USD::all truck sales::none,2007-12-01,17:00,8.13M,,8.60M
USD::average weekly hours::none,2007-12-01,17:00,34.50,,34.50
USD::cb employment trends index::none,2007-12-01,17:00,125.00,,125.50
"USD::cpi index, n.s.a.::none",2007-12-01,17:00,210.18,,208.94
USD::capacity utilization rate::none,2007-12-01,17:00,80.80%,,80.40%
USD::chain store sales::m/m,2007-12-01,17:00,3.50%,,1.60%
USD::chain store sales::w/w,2007-12-01,17:00,-0.32%,,0.04%
USD::chain store sales::y/y,2007-12-01,17:00,2.60%,,2.33%
USD::challenger job cuts::none,2007-12-01,17:00,73.14K,,63.11K
USD::chicago fed national activity::none,2007-12-01,17:00,-0.09,,-0.70
USD::cleveland cpi::m/m,2007-12-01,17:00,0.30%,,0.30%
USD::core cpi index::none,2007-12-01,17:00,212.66,,212.08
USD::dallas fed mfg business index::none,2007-12-01,17:00,-10.50,,1.70
USD::dallas fed pce::none,2007-12-01,17:00,3.10%,,3.00%
USD::dallas fed services revenues::none,2007-12-01,17:00,21.80,,28.60
USD::domestic truck sales::none,2007-12-01,17:00,6.73M,,7.15M
USD::durables excluding defense::m/m,2007-12-01,17:00,2.90%,,0.70%
USD::eia weekly distillates stocks::none,2007-12-01,17:00,-0.68M,,-0.12M
USD::factory orders ex transportation::m/m,2007-12-01,17:00,2.90%,,2.00%
USD::gasoline inventories::none,2007-12-01,17:00,1.36M,,0.72M
USD::government payrolls::none,2007-12-01,17:00,37.00K,,18.00K
USD::house price index::none,2007-12-01,17:00,219.10,,220.50
USD::house price index::m/m,2007-12-01,17:00,-0.60%,,-0.80%
USD::house price index::y/y,2007-12-01,17:00,-2.60%,,-1.70%
USD::ism manufacturing new orders index::none,2007-12-01,17:00,52.40,,56.40
USD::ism non - manufacturing business activity::none,2007-12-01,17:00,55.70,,55.10
USD::ism non - manufacturing new orders::none,2007-12-01,17:00,51.90,,55.30
USD::ism - new york index::none,2007-12-01,17:00,431.20,,426.50
USD::jobless claims 4 - week avg.::none,2007-12-01,17:00,333.90K,,322.14K
USD::kc fed composite index::none,2007-12-01,17:00,4.00,,3.00
USD::kc fed manufacturing index::none,2007-12-01,17:00,9.00,,12.00
USD::mba 30 - year mortgage rate::none,2007-12-01,17:00,6.08%,,6.27%
USD::mba purchase index::none,2007-12-01,17:00,429.38,,418.63
USD::manufacturing payrolls::none,2007-12-01,17:00,-7.00K,,-26.00K
USD::manufacturing production::m/m,2007-12-01,17:00,0.50%,,-0.40%
USD::michigan current conditions::none,2007-12-01,17:00,91.50,,98.20
USD::midwest manufacturing::none,2007-12-01,17:00,100.40,,99.40
USD::mortgage market index::none,2007-12-01,17:00,703.49,,662.80
USD::mortgage refinance index::none,2007-12-01,17:00,"2,327.35",,"2,086.53"
USD::nahb housing market index::none,2007-12-01,17:00,19.00,,19.00
USD::nfib small business optimism::none,2007-12-01,17:00,94.40,,96.20
USD::natural gas storage::none,2007-12-01,17:00,-20.59B,,58.17B
USD::overall net capital flow::none,2007-12-01,17:00,120.70B,,90.40B
USD::pending home sales index::none,2007-12-01,17:00,88.20,,88.90
USD::personal income::m/m,2007-12-01,17:00,0.40%,,0.10%
USD::philly fed business conditions::none,2007-12-01,17:00,21.30,,38.90
USD::philly fed capex index::none,2007-12-01,17:00,6.90,,21.30
USD::philly fed new orders::none,2007-12-01,17:00,5.30,,4.60
USD::philly fed prices paid::none,2007-12-01,17:00,41.90,,37.60
USD::real earnings::m/m,2007-12-01,17:00,-0.60%,,-0.50%
USD::real personal consumption::m/m,2007-12-01,17:00,0.30%,,-0.10%
USD::redbook::m/m,2007-12-01,17:00,0.26%,,-0.07%
USD::redbook::y/y,2007-12-01,17:00,2.33%,,2.07%
USD::retail sales ex gas/autos::m/m,2007-12-01,17:00,1.00%,,0.20%
USD::richmond manufacturing index::none,2007-12-01,17:00,2.00,,0.00
USD::richmond manufacturing shipments::none,2007-12-01,17:00,3.00,,0.00
USD::richmond services index::none,2007-12-01,17:00,-2.00,,5.00
USD::s&p/cs hpi composite - 20 s.a.::m/m,2007-12-01,17:00,-1.60%,,-1.10%
