Issue,EventId,Cur,Event,Period,Date,Time,PreviousRaw,PriorActual,PreviousEffective,Details
previous_missing_filled,CHF::snb chairman roth speaks::none,CHF,SNB Chairman Roth Speaks,,2009-03-03,02:30,,0.00,0.00,
previous_missing_filled,CHF::snb chairman roth speaks::none,CHF,SNB Chairman Roth Speaks,,2009-03-25,01:15,,0.00,0.00,
previous_missing_filled,CHF::snb chairman roth speaks::none,CHF,SNB Chairman Roth Speaks,,2009-04-17,16:00,,0.00,0.00,
previous_missing_filled,CHF::snb chairman roth speaks::none,CHF,SNB Chairman Roth Speaks,,2009-06-24,18:00,,0.00,0.00,
previous_missing_filled,CHF::snb chairman roth speaks::none,CHF,SNB Chairman Roth Speaks,,2009-11-20,17:15,,0.00,0.00,
previous_missing_filled,CHF::snb chairman roth speaks::none,CHF,SNB Chairman Roth Speaks,,2009-11-25,01:30,,0.00,0.00,
previous_missing_filled,CHF::snb chairman roth speaks::none,CHF,SNB Chairman Roth Speaks,,2009-11-30,07:00,,0.00,0.00,
previous_missing_filled,CHF::snb chairman roth speaks::none,CHF,SNB Chairman Roth Speaks,,2009-12-16,00:40,,0.00,0.00,
previous_missing_filled,EUR::ecb president trichet speaks::none,EUR,ECB President Trichet Speaks,,2009-01-07,15:00,,0.00,0.00,
previous_missing_filled,EUR::ecb president trichet speaks::none,EUR,ECB President Trichet Speaks,,2009-01-12,15:00,,0.00,0.00,
previous_missing_filled,EUR::ecb president trichet speaks::none,EUR,ECB President Trichet Speaks,,2009-01-13,17:00,,0.00,0.00,
previous_missing_filled,EUR::ecb president trichet speaks::none,EUR,ECB President Trichet Speaks,,2009-01-15,21:30,,0.00,0.00,
previous_missing_filled,EUR::ecb president trichet speaks::none,EUR,ECB President Trichet Speaks,,2009-01-19,19:50,,0.00,0.00,
previous_missing_filled,EUR::ecb president trichet speaks::none,EUR,ECB President Trichet Speaks,,2009-01-21,16:00,,0.00,0.00,
previous_missing_filled,EUR::ecb president trichet speaks::none,EUR,ECB President Trichet Speaks,,2009-01-21,17:30,,0.00,0.00,
previous_missing_filled,EUR::ecb president trichet speaks::none,EUR,ECB President Trichet Speaks,,2009-02-05,21:30,,0.00,0.00,
previous_missing_filled,EUR::ecb president trichet speaks::none,EUR,ECB President Trichet Speaks,,2009-02-13,02:00,,0.00,0.00,
previous_missing_filled,EUR::ecb president trichet speaks::none,EUR,ECB President Trichet Speaks,,2009-02-16,22:45,,0.00,0.00,
previous_missing_filled,EUR::ecb president trichet speaks::none,EUR,ECB President Trichet Speaks,,2009-02-22,21:45,,0.00,0.00,
previous_missing_filled,EUR::ecb president trichet speaks::none,EUR,ECB President Trichet Speaks,,2009-02-23,16:10,,0.00,0.00,
previous_missing_filled,EUR::ecb president trichet speaks::none,EUR,ECB President Trichet Speaks,,2009-02-26,Tentative,,0.00,0.00,
previous_missing_filled,EUR::ecb president trichet speaks::none,EUR,ECB President Trichet Speaks,,2009-03-04,01:30,,0.00,0.00,
previous_missing_filled,EUR::ecb president trichet speaks::none,EUR,ECB President Trichet Speaks,,2009-03-12,19:30,,0.00,0.00,
previous_missing_filled,EUR::ecb president trichet speaks::none,EUR,ECB President Trichet Speaks,,2009-03-17,00:30,,0.00,0.00,
previous_missing_filled,EUR::ecb president trichet speaks::none,EUR,ECB President Trichet Speaks,,2009-03-18,03:15,,0.00,0.00,
previous_missing_filled,EUR::ecb president trichet speaks::none,EUR,ECB President Trichet Speaks,,2009-03-23,07:30,,0.00,0.00,
previous_missing_filled,EUR::ecb president trichet speaks::none,EUR,ECB President Trichet Speaks,,2009-03-30,22:30,,0.00,0.00,
previous_missing_filled,EUR::ecb president trichet speaks::none,EUR,ECB President Trichet Speaks,,2009-04-02,22:00,,0.00,0.00,
previous_missing_filled,EUR::ecb president trichet speaks::none,EUR,ECB President Trichet Speaks,,2009-04-17,11:00,,0.00,0.00,
previous_missing_filled,EUR::ecb president trichet speaks::none,EUR,ECB President Trichet Speaks,,2009-04-18,11:30,,0.00,0.00,
