Date,Day,Time,Cur.,Imp.,Event,Actual,Forecast,Previous
2007-06-01,Friday,17:00,USD,Low,S&P/CS HPI Composite - 20 s.a. (MoM)  (May),-0.90%,,-0.70%
2007-06-01,Friday,17:00,USD,Medium,TIC Net Long-Term Transactions  (May),135.80B,,83.80B
2007-06-01,Friday,17:00,USD,Low,TIC Net Long-Term Transactions including Swaps  (May),116.10B,,70.70B
2007-06-01,Friday,17:00,USD,Low,Texas Services Sector Outlook  (May),10.90,,7.70
2007-06-01,Friday,17:00,USD,Medium,Trade Balance  (May),-59.30B,,-60.50B
2007-06-01,Friday,17:00,MXN,Low,Trade Balance  (May),-0.72B,,-0.76B
2007-06-01,Friday,17:00,GBP,Medium,Trade Balance  (May),-7.69B,,-7.02B
2007-06-01,Friday,17:00,CAD,Medium,Trade Balance  (May),5.34B,,5.57B
2007-06-01,Friday,17:00,MXN,Low,Trade Balance (USD)  (May),-1.33B,,-1.49B
2007-06-01,Friday,17:00,GBP,Medium,Trade Balance Non-EU  (May),-4.23B,,-3.28B
2007-06-01,Friday,17:00,USD,Low,"US Foreign Buying, T-bonds  (May)",22.70B,,0.50B
2007-06-01,Friday,17:00,MXN,Low,Unemployment Rate  (May),3.50%,,3.68%
2007-06-01,Friday,17:00,GBP,Medium,Unemployment Rate  (May),5.40%,,5.50%
2007-06-01,Friday,17:00,CAD,Medium,Unemployment Rate  (May),6.00%,,6.20%
2007-06-01,Friday,17:00,MXN,Low,Unemployment Rate n.s.a.  (May),3.15%,,3.51%
2007-06-01,Friday,17:00,USD,Low,Wholesale Inventories (MoM)  (May),0.40%,,0.30%
2007-06-01,Friday,17:00,CAD,Medium,Wholesale Sales (MoM)  (May),0.20%,,-1.30%
2007-06-02,Saturday,01:00,USD,Medium,U.S. Baker Hughes Oil Rig Count,288,,287
2007-06-02,Saturday,04:30,USD,Medium,CFTC Crude Oil speculative net positions,35.2k,,53.5k
2007-06-07,Thursday,04:30,USD,Medium,Fed's Balance Sheet,872.71B,,876.99B
2007-06-09,Saturday,01:00,USD,Medium,U.S. Baker Hughes Oil Rig Count,291,,288
2007-06-09,Saturday,04:30,USD,Medium,CFTC Crude Oil speculative net positions,54.9k,,35.2k
2007-06-13,Wednesday,20:45,EUR,High,Deposit Facility Rate,3.00%,,2.75%
2007-06-14,Thursday,04:30,USD,Medium,Fed's Balance Sheet,864.99B,,872.71B
2007-06-15,Friday,20:30,USD,High,CPI (MoM)  (May),0.4%,,0.3%
2007-06-15,Friday,20:30,USD,High,CPI (YoY)  (May),2.7%,,2.6%
2007-06-15,Friday,20:30,USD,High,Core CPI (MoM)  (May),0.1%,,0.2%
2007-06-15,Friday,20:30,USD,Medium,Core CPI (YoY)  (May),2.2%,,2.3%
2007-06-15,Friday,23:00,ILS,Low,CPI (YoY)  (May),-1.3%,,-1.3%
2007-06-16,Saturday,01:00,USD,Medium,U.S. Baker Hughes Oil Rig Count,285,,291
2007-06-16,Saturday,04:30,USD,Medium,CFTC Crude Oil speculative net positions,64.5k,,54.9k
2007-06-21,Thursday,04:30,USD,Medium,Fed's Balance Sheet,866.09B,,864.99B
2007-06-21,Thursday,23:00,USD,Medium,US Leading Index (MoM)  (May),0.3%,0.2%,-0.3%
2007-06-22,Friday,17:00,EUR,Medium,German Ifo Business Climate Index,107,108.4,108.6
2007-06-23,Saturday,01:00,USD,Medium,U.S. Baker Hughes Oil Rig Count,271,,285
2007-06-23,Saturday,04:30,USD,Medium,CFTC Crude Oil speculative net positions,67.4k,,64.5k
2007-06-28,Thursday,04:30,USD,Medium,Fed's Balance Sheet,865.11B,,866.09B
2007-06-30,Saturday,01:00,USD,Medium,U.S. Baker Hughes Oil Rig Count,281,,271
2007-06-30,Saturday,04:30,USD,Medium,CFTC Crude Oil speculative net positions,67.2k,,67.4k
2007-07-01,Sunday,17:00,USD,High,10-Year Note Auction  (Jun),4.50%,,4.50%
2007-07-01,Sunday,17:00,USD,Medium,5-Year Note Auction  (Jun),4.88%,,4.75%
2007-07-01,Sunday,17:00,USD,Low,All Car Sales  (Jun),7.52M,,7.85M
2007-07-01,Sunday,17:00,USD,Low,All Truck Sales  (Jun),8.30M,,8.44M
2007-07-01,Sunday,17:00,GBP,Medium,Average Earnings Index +Bonus  (Jun),4.30%,,4.40%
2007-07-01,Sunday,17:00,GBP,Low,Average Earnings ex Bonus  (Jun),4.10%,,4.10%
2007-07-01,Sunday,17:00,USD,High,Average Hourly Earnings (MoM)  (Jun),0.60%,,0.30%
2007-07-01,Sunday,17:00,USD,Low,Average Weekly Hours  (Jun),34.60,,34.60
2007-07-01,Sunday,17:00,GBP,Medium,BRC Retail Sales Monitor (YoY)  (Jun),3.00%,,1.80%
2007-07-01,Sunday,17:00,CAD,High,BoC Interest Rate Decision  (Jun),4.25%,,4.25%
2007-07-01,Sunday,17:00,GBP,Low,BoE Consumer Credit  (Jun),0.72B,,0.57B
2007-07-01,Sunday,17:00,GBP,High,BoE Interest Rate Decision  (Jun),5.50%,,5.50%
2007-07-01,Sunday,17:00,CAD,Low,Budget Balance  (Jun),2.82B,,0.76B
2007-07-01,Sunday,17:00,CAD,Low,Budget Balance (YoY)  (Jun),5.60B,,2.78B
2007-07-01,Sunday,17:00,CAD,Medium,Building Permits (MoM)  (Jun),-2.20%,,23.30%
2007-07-01,Sunday,17:00,USD,Medium,Business Inventories (MoM)  (Jun),0.50%,,0.70%
2007-07-01,Sunday,17:00,USD,High,CB Consumer Confidence  (Jun),105.30,,108.50
2007-07-01,Sunday,17:00,USD,Low,CB Employment Trends Index  (Jun),127.60,,127.50
2007-07-01,Sunday,17:00,GBP,Low,CBI Distributive Trades Survey  (Jun),17.00,,31.00
2007-07-01,Sunday,17:00,GBP,Low,CBI Industrial Trends Orders  (Jun),8.00,,5.00
2007-07-01,Sunday,17:00,GBP,Medium,CPI (MoM)  (Jun),0.20%,,0.30%
2007-07-01,Sunday,17:00,MXN,Medium,CPI (MoM)  (Jun),0.12%,,-0.49%
2007-07-01,Sunday,17:00,CAD,Medium,CPI (MoM)  (Jun),-0.20%,,0.40%
2007-07-01,Sunday,17:00,CAD,Low,CPI (YoY)  (Jun),2.20%,,2.20%
2007-07-01,Sunday,17:00,GBP,High,CPI (YoY)  (Jun),2.40%,,2.50%
2007-07-01,Sunday,17:00,MXN,Medium,CPI (YoY)  (Jun),3.98%,,3.95%
2007-07-01,Sunday,17:00,USD,Low,"CPI Index, n.s.a.  (Jun)",208.35,,207.95
2007-07-01,Sunday,17:00,USD,Low,Capacity Utilization Rate  (Jun),80.60%,,80.70%
2007-07-01,Sunday,17:00,USD,Low,Chain Store Sales (MoM)  (Jun),2.40%,,2.50%
2007-07-01,Sunday,17:00,USD,Low,Chain Store Sales (WoW)  (Jun),0.05%,,-0.34%
2007-07-01,Sunday,17:00,USD,Low,Chain Store Sales (YoY)  (Jun),2.06%,,2.30%
2007-07-01,Sunday,17:00,USD,Low,Challenger Job Cuts  (Jun),55.73K,,71.12K
2007-07-01,Sunday,17:00,USD,Low,Chicago Fed National Activity  (Jun),-0.26,,0.00
2007-07-01,Sunday,17:00,USD,High,Chicago PMI  (Jun),58.30,,60.60
2007-07-01,Sunday,17:00,GBP,Medium,Claimant Count Change  (Jun),-8.90K,,-7.40K
2007-07-01,Sunday,17:00,USD,Low,Cleveland CPI (MoM)  (Jun),0.30%,,0.20%
2007-07-01,Sunday,17:00,USD,Medium,Construction Spending (MoM)  (Jun),-0.10%,,0.80%
2007-07-01,Sunday,17:00,SEK,Low,Consumer Confidence  (Jun),114.00,,110.00
2007-07-01,Sunday,17:00,MXN,Low,Consumer Confidence  (Jun),105.70,,106.80
2007-07-01,Sunday,17:00,MXN,Low,Consumer Confidence n.s.a.  (Jun),105.20,,107.30
2007-07-01,Sunday,17:00,USD,Medium,Consumer Credit  (Jun),10.67B,,16.64B
2007-07-01,Sunday,17:00,USD,Medium,Continuing Jobless Claims  (Jun),"2,487.71K",,"2,449.30K"
2007-07-01,Sunday,17:00,MXN,Low,Core CPI (MoM)  (Jun),0.29%,,0.20%
2007-07-01,Sunday,17:00,CAD,Medium,Core CPI (MoM)  (Jun),0.00%,,0.30%
2007-07-01,Sunday,17:00,CAD,Medium,Core CPI (YoY)  (Jun),2.50%,,2.20%
2007-07-01,Sunday,17:00,USD,Low,Core CPI Index  (Jun),210.39,,210.06
2007-07-01,Sunday,17:00,USD,High,Core PCE Price Index (MoM)  (Jun),0.20%,,0.10%
2007-07-01,Sunday,17:00,USD,High,Core PCE Price Index (YoY)  (Jun),1.90%,,2.00%
2007-07-01,Sunday,17:00,GBP,Low,Core PPI Output (MoM)  (Jun),0.10%,,0.00%
2007-07-01,Sunday,17:00,GBP,Low,Core PPI Output (YoY)  (Jun),1.30%,,1.30%
2007-07-01,Sunday,17:00,GBP,Low,Core RPI (MoM)  (Jun),0.40%,,0.40%
2007-07-01,Sunday,17:00,GBP,Low,Core RPI (YoY)  (Jun),3.30%,,3.30%
2007-07-01,Sunday,17:00,USD,High,Core Retail Sales (MoM)  (Jun),-0.30%,,1.30%
2007-07-01,Sunday,17:00,GBP,Medium,Core Retail Sales (MoM)  (Jun),0.20%,,-0.40%
2007-07-01,Sunday,17:00,CAD,Medium,Core Retail Sales (MoM)  (Jun),-0.50%,,1.00%
2007-07-01,Sunday,17:00,GBP,Medium,Core Retail Sales (YoY)  (Jun),2.40%,,2.70%
2007-07-01,Sunday,17:00,USD,High,Crude Oil Inventories  (Jun),2.79M,,1.21M
2007-07-01,Sunday,17:00,USD,Low,Dallas Fed Mfg Business Index  (Jun),9.20,,12.00
2007-07-01,Sunday,17:00,USD,Low,Dallas Fed PCE  (Jun),2.50%,,1.60%
2007-07-01,Sunday,17:00,USD,Low,Dallas Fed Services Revenues  (Jun),18.60,,36.30
2007-07-01,Sunday,17:00,USD,Low,Domestic Truck Sales  (Jun),6.90M,,7.09M
2007-07-01,Sunday,17:00,USD,Low,Durables Excluding Defense (MoM)  (Jun),2.10%,,-3.10%
2007-07-01,Sunday,17:00,USD,Low,EIA Weekly Distillates Stocks  (Jun),-0.07M,,0.97M
2007-07-01,Sunday,17:00,MXN,Low,Economic Activity (MoM)  (Jun),0.36%,,0.21%
2007-07-01,Sunday,17:00,MXN,Low,Economic Activity (YoY)  (Jun),2.85%,,2.17%
2007-07-01,Sunday,17:00,CAD,Medium,Employment Change  (Jun),57.30K,,23.10K
2007-07-01,Sunday,17:00,USD,High,Existing Home Sales  (Jun),5.12M,,5.27M
2007-07-01,Sunday,17:00,USD,Medium,Existing Home Sales (MoM)  (Jun),-2.80%,,-0.40%
2007-07-01,Sunday,17:00,USD,Medium,Export Price Index (MoM)  (Jun),0.40%,,0.30%
2007-07-01,Sunday,17:00,CAD,Low,Exports  (Jun),38.52B,,39.83B
2007-07-01,Sunday,17:00,USD,Medium,Factory Orders (MoM)  (Jun),0.80%,,-0.60%
2007-07-01,Sunday,17:00,USD,Low,Factory orders ex transportation (MoM)  (Jun),-0.60%,,0.80%
2007-07-01,Sunday,17:00,USD,Medium,Federal Budget Balance  (Jun),27.50B,,-67.70B
2007-07-01,Sunday,17:00,MXN,Low,Fiscal Balance  (Jun),-40.58B,,13.84B
2007-07-01,Sunday,17:00,CAD,Medium,Foreign Securities Purchases  (Jun),-1.50B,,-2.66B
2007-07-01,Sunday,17:00,CAD,Low,Foreign Securities Purchases by Canadians  (Jun),5.18B,,6.57B
2007-07-01,Sunday,17:00,CAD,Low,Full Employment Change  (Jun),103.60K,,61.80K
2007-07-01,Sunday,17:00,CAD,Medium,GDP (MoM)  (Jun),0.30%,,0.30%
2007-07-01,Sunday,17:00,USD,Low,Gasoline Inventories  (Jun),0.86M,,1.67M
2007-07-01,Sunday,17:00,GBP,Low,GfK Consumer Confidence  (Jun),-3.00,,-2.00
2007-07-01,Sunday,17:00,USD,Low,Government Payrolls  (Jun),14.00K,,18.00K
2007-07-01,Sunday,17:00,MXN,Low,Gross Fixed Investments (MoM)  (Jun),-0.48%,,-1.59%
2007-07-01,Sunday,17:00,MXN,Low,Gross Fixed Investments (YoY)  (Jun),3.26%,,4.31%
2007-07-01,Sunday,17:00,GBP,Medium,Halifax House Price Index (MoM)  (Jun),0.50%,,0.20%
2007-07-01,Sunday,17:00,GBP,Medium,Halifax House Price Index (YoY)  (Jun),10.70%,,10.60%
2007-07-01,Sunday,17:00,USD,Low,House Price Index  (Jun),225.10,,225.90
2007-07-01,Sunday,17:00,USD,Low,House Price Index (MoM)  (Jun),-0.40%,,-0.50%
2007-07-01,Sunday,17:00,USD,Low,House Price Index (YoY)  (Jun),0.80%,,1.10%
2007-07-01,Sunday,17:00,USD,Medium,Housing Starts  (Jun),1.45M,,1.42M
2007-07-01,Sunday,17:00,CAD,Medium,Housing Starts  (Jun),229.40K,,237.50K
2007-07-01,Sunday,17:00,USD,Medium,Housing Starts (MoM)  (Jun),2.30%,,-5.00%
2007-07-01,Sunday,17:00,CAD,Low,IPPI (MoM)  (Jun),-1.10%,,-0.40%
2007-07-01,Sunday,17:00,CAD,Low,IPPI (YoY)  (Jun),2.10%,,3.10%
2007-07-01,Sunday,17:00,USD,Medium,ISM Manufacturing Employment  (Jun),51.90,,52.20
2007-07-01,Sunday,17:00,USD,Low,ISM Manufacturing New Orders Index  (Jun),57.70,,58.60
2007-07-01,Sunday,17:00,USD,High,ISM Manufacturing PMI  (Jun),52.60,,52.50
2007-07-01,Sunday,17:00,USD,High,ISM Manufacturing Prices  (Jun),68.00,,71.00
2007-07-01,Sunday,17:00,USD,Low,ISM Non-Manufacturing Business Activity  (Jun),60.10,,58.10
2007-07-01,Sunday,17:00,USD,Medium,ISM Non-Manufacturing Employment  (Jun),53.30,,52.20
2007-07-01,Sunday,17:00,USD,Low,ISM Non-Manufacturing New Orders  (Jun),57.20,,57.10
2007-07-01,Sunday,17:00,USD,High,ISM Non-Manufacturing PMI  (Jun),55.30,,54.20
2007-07-01,Sunday,17:00,USD,High,ISM Non-Manufacturing Prices  (Jun),61.90,,63.20
2007-07-01,Sunday,17:00,USD,Low,ISM-New York Index  (Jun),434.40,,431.90
2007-07-01,Sunday,17:00,USD,Medium,Import Price Index (MoM)  (Jun),1.20%,,0.90%
2007-07-01,Sunday,17:00,CAD,Low,Imports  (Jun),34.75B,,34.49B
2007-07-01,Sunday,17:00,USD,Medium,Industrial Production (MoM)  (Jun),0.00%,,0.00%
2007-07-01,Sunday,17:00,MXN,Low,Industrial Production (MoM)  (Jun),0.18%,,-0.11%
2007-07-01,Sunday,17:00,GBP,Medium,Industrial Production (MoM)  (Jun),-1.10%,,1.60%
2007-07-01,Sunday,17:00,MXN,Low,Industrial Production (YoY)  (Jun),0.66%,,0.59%
2007-07-01,Sunday,17:00,GBP,Low,Industrial Production (YoY)  (Jun),0.10%,,1.80%
2007-07-01,Sunday,17:00,USD,High,Initial Jobless Claims  (Jun),315.62K,,305.96K
2007-07-01,Sunday,17:00,MXN,Medium,Interest Rate Decision  (Jun),7.25%,,7.25%
2007-07-01,Sunday,17:00,CAD,Low,Ivey PMI n.s.a  (Jun),67.40,,62.70
2007-07-01,Sunday,17:00,USD,High,JOLTS Job Openings  (Jun),4.64M,,4.53M
2007-07-01,Sunday,17:00,USD,Low,Jobless Claims 4-Week Avg.  (Jun),313.69K,,305.83K
2007-07-01,Sunday,17:00,USD,Low,KC Fed Composite Index  (Jun),5.00,,9.00
2007-07-01,Sunday,17:00,USD,Low,KC Fed Manufacturing Index  (Jun),-5.00,,14.00
2007-07-01,Sunday,17:00,GBP,Low,M4 Money Supply (MoM)  (Jun),0.90%,,1.30%
2007-07-01,Sunday,17:00,USD,Low,MBA 30-Year Mortgage Rate  (Jun),6.57%,,6.23%
2007-07-01,Sunday,17:00,USD,Low,MBA Purchase Index  (Jun),444.89,,433.68
2007-07-01,Sunday,17:00,USD,Low,Manufacturing Payrolls  (Jun),-18.00K,,-16.00K
2007-07-01,Sunday,17:00,USD,Low,Manufacturing Production (MoM)  (Jun),0.30%,,-0.10%
2007-07-01,Sunday,17:00,GBP,Medium,Manufacturing Production (MoM)  (Jun),-0.40%,,0.70%
2007-07-01,Sunday,17:00,GBP,Low,Manufacturing Production (YoY)  (Jun),0.60%,,1.30%
2007-07-01,Sunday,17:00,CAD,Low,Manufacturing Sales (MoM)  (Jun),-1.60%,,-1.10%
2007-07-01,Sunday,17:00,USD,Medium,Michigan 1-Year Inflation Expectations  (Jun),3.40%,,3.30%
2007-07-01,Sunday,17:00,USD,Medium,Michigan 5-Year Inflation Expectations  (Jun),2.90%,,3.10%
2007-07-01,Sunday,17:00,USD,Medium,Michigan Consumer Expectations  (Jun),73.00,,77.60
2007-07-01,Sunday,17:00,USD,Medium,Michigan Consumer Sentiment  (Jun),85.30,,88.70
2007-07-01,Sunday,17:00,USD,Low,Michigan Current Conditions  (Jun),101.90,,103.80
2007-07-01,Sunday,17:00,USD,Low,Midwest Manufacturing  (Jun),100.80,,100.80
2007-07-01,Sunday,17:00,GBP,Low,Mortgage Approvals  (Jun),114.21K,,113.33K
2007-07-01,Sunday,17:00,GBP,Low,Mortgage Lending  (Jun),9.25B,,9.02B
2007-07-01,Sunday,17:00,USD,Low,Mortgage Market Index  (Jun),636.49,,661.50
2007-07-01,Sunday,17:00,USD,Low,Mortgage Refinance Index  (Jun),"1,762.34",,"2,009.27"
2007-07-01,Sunday,17:00,USD,Low,NAHB Housing Market Index  (Jun),28.00,,30.00
2007-07-01,Sunday,17:00,USD,Low,NFIB Small Business Optimism  (Jun),96.00,,97.20
2007-07-01,Sunday,17:00,USD,Medium,NY Empire State Manufacturing Index  (Jun),24.34,,9.94
2007-07-01,Sunday,17:00,GBP,Medium,Nationwide HPI (MoM)  (Jun),1.00%,,0.40%
2007-07-01,Sunday,17:00,GBP,Medium,Nationwide HPI (YoY)  (Jun),11.10%,,10.30%
2007-07-01,Sunday,17:00,USD,Low,Natural Gas Storage  (Jun),90.48B,,102.35B
2007-07-01,Sunday,17:00,USD,High,New Home Sales  (Jun),793.00K,,842.00K
2007-07-01,Sunday,17:00,USD,Medium,New Home Sales (MoM)  (Jun),-5.80%,,-5.10%
2007-07-01,Sunday,17:00,CAD,Medium,New Housing Price Index (MoM)  (Jun),0.60%,,1.00%
2007-07-01,Sunday,17:00,USD,Low,Overall Net Capital Flow  (Jun),34.50B,,101.40B
2007-07-01,Sunday,17:00,GBP,Medium,PPI Input (MoM)  (Jun),1.30%,,0.40%
2007-07-01,Sunday,17:00,GBP,Low,PPI Input (YoY)  (Jun),1.70%,,0.40%
2007-07-01,Sunday,17:00,GBP,Low,PPI Output (MoM)  (Jun),0.20%,,0.30%
2007-07-01,Sunday,17:00,GBP,Low,PPI Output (YoY)  (Jun),1.70%,,1.60%
2007-07-01,Sunday,17:00,CAD,Low,Part Time Employment Change  (Jun),-46.20K,,-38.80K
2007-07-01,Sunday,17:00,CAD,Low,Participation Rate  (Jun),67.50%,,67.30%
2007-07-01,Sunday,17:00,USD,Medium,Pending Home Sales (MoM)  (Jun),1.30%,,-2.10%
2007-07-01,Sunday,17:00,USD,Low,Pending Home Sales Index  (Jun),100.10,,98.80
2007-07-01,Sunday,17:00,USD,Low,Personal Income (MoM)  (Jun),0.10%,,0.20%
2007-07-01,Sunday,17:00,USD,Medium,Personal Spending (MoM)  (Jun),0.10%,,0.40%
2007-07-01,Sunday,17:00,USD,High,Philadelphia Fed Manufacturing Index  (Jun),17.20,,3.80
2007-07-01,Sunday,17:00,USD,Low,Philly Fed Business Conditions  (Jun),11.10,,22.70
2007-07-01,Sunday,17:00,USD,Low,Philly Fed CAPEX Index  (Jun),18.20,,12.20
2007-07-01,Sunday,17:00,USD,Medium,Philly Fed Employment  (Jun),4.40,,9.90
2007-07-01,Sunday,17:00,USD,Low,Philly Fed New Orders  (Jun),14.90,,8.20
2007-07-01,Sunday,17:00,USD,Low,Philly Fed Prices Paid  (Jun),22.30,,27.50
2007-07-01,Sunday,17:00,USD,Medium,Private Nonfarm Payrolls  (Jun),57.00K,,127.00K
2007-07-01,Sunday,17:00,GBP,Low,Public Sector Net Borrowing  (Jun),7.12B,,8.85B
2007-07-01,Sunday,17:00,GBP,Low,Public Sector Net Cash Requirement  (Jun),10.11B,,6.29B
2007-07-01,Sunday,17:00,CAD,Medium,RMPI (MoM)  (Jun),0.30%,,-0.40%
2007-07-01,Sunday,17:00,CAD,Low,RMPI (YoY)  (Jun),4.30%,,1.40%
2007-07-01,Sunday,17:00,GBP,Low,RPI (MoM)  (Jun),0.50%,,0.40%
2007-07-01,Sunday,17:00,GBP,Low,RPI (YoY)  (Jun),4.40%,,4.30%
2007-07-01,Sunday,17:00,USD,Low,Real Earnings (MoM)  (Jun),0.30%,,0.20%
2007-07-01,Sunday,17:00,USD,Low,Real Personal Consumption (MoM)  (Jun),-0.10%,,0.10%
2007-07-01,Sunday,17:00,USD,Low,Redbook (MoM)  (Jun),-0.82%,,1.17%
2007-07-01,Sunday,17:00,USD,Low,Redbook (YoY)  (Jun),1.59%,,1.87%
2007-07-01,Sunday,17:00,USD,Medium,Retail Control (MoM)  (Jun),0.10%,,0.60%
2007-07-01,Sunday,17:00,USD,High,Retail Sales (MoM)  (Jun),-0.70%,,1.30%
2007-07-01,Sunday,17:00,GBP,Medium,Retail Sales (MoM)  (Jun),0.10%,,-0.50%
2007-07-01,Sunday,17:00,CAD,Medium,Retail Sales (MoM)  (Jun),-1.00%,,1.20%
2007-07-01,Sunday,17:00,GBP,Medium,Retail Sales (YoY)  (Jun),2.60%,,2.70%
2007-07-01,Sunday,17:00,USD,Low,Retail Sales Ex Gas/Autos (MoM)  (Jun),0.00%,,0.80%
2007-07-01,Sunday,17:00,USD,Low,Richmond Manufacturing Index  (Jun),-1.00,,-10.00
2007-07-01,Sunday,17:00,USD,Low,Richmond Manufacturing Shipments  (Jun),2.00,,-9.00
2007-07-01,Sunday,17:00,USD,Low,Richmond Services Index  (Jun),16.00,,5.00
2007-07-01,Sunday,17:00,USD,Medium,S&P/CS HPI Composite - 20 n.s.a. (MoM)  (Jun),-0.30%,,-0.20%
2007-07-01,Sunday,17:00,USD,Medium,S&P/CS HPI Composite - 20 n.s.a. (YoY)  (Jun),-3.40%,,-2.80%
2007-07-01,Sunday,17:00,USD,Low,S&P/CS HPI Composite - 20 s.a. (MoM)  (Jun),-1.10%,,-0.90%
2007-07-01,Sunday,17:00,USD,Medium,TIC Net Long-Term Transactions  (Jun),108.60B,,135.80B
2007-07-01,Sunday,17:00,USD,Low,TIC Net Long-Term Transactions including Swaps  (Jun),88.40B,,116.10B
2007-07-01,Sunday,17:00,USD,Low,Texas Services Sector Outlook  (Jun),5.20,,10.90
2007-07-01,Sunday,17:00,USD,Medium,Trade Balance  (Jun),-59.50B,,-59.30B
2007-07-01,Sunday,17:00,MXN,Low,Trade Balance  (Jun),-0.83B,,-0.72B
2007-07-01,Sunday,17:00,GBP,Medium,Trade Balance  (Jun),-7.56B,,-7.69B
2007-07-01,Sunday,17:00,CAD,Medium,Trade Balance  (Jun),3.77B,,5.34B
2007-07-01,Sunday,17:00,MXN,Low,Trade Balance (USD)  (Jun),-1.21B,,-1.33B
2007-07-01,Sunday,17:00,GBP,Medium,Trade Balance Non-EU  (Jun),-3.78B,,-4.23B
2007-07-01,Sunday,17:00,USD,Low,"US Foreign Buying, T-bonds  (Jun)",24.30B,,22.70B
2007-07-01,Sunday,17:00,MXN,Low,Unemployment Rate  (Jun),3.56%,,3.50%
2007-07-01,Sunday,17:00,GBP,Medium,Unemployment Rate  (Jun),5.40%,,5.40%
2007-07-01,Sunday,17:00,CAD,Medium,Unemployment Rate  (Jun),6.10%,,6.00%
2007-07-01,Sunday,17:00,MXN,Low,Unemployment Rate n.s.a.  (Jun),3.28%,,3.15%
2007-07-01,Sunday,17:00,USD,Low,Wholesale Inventories (MoM)  (Jun),0.30%,,0.40%
2007-07-01,Sunday,17:00,CAD,Medium,Wholesale Sales (MoM)  (Jun),-0.10%,,0.20%
2007-07-05,Thursday,04:30,USD,Medium,Fed's Balance Sheet,876.61B,,865.11B
2007-07-06,Friday,20:30,USD,High,Nonfarm Payrolls  (Jun),69K,,157K
2007-07-07,Saturday,01:00,USD,Medium,U.S. Baker Hughes Oil Rig Count,274,,281
2007-07-07,Saturday,04:30,USD,Medium,CFTC Crude Oil speculative net positions,97.4k,,67.2k
2007-07-12,Thursday,04:30,USD,Medium,Fed's Balance Sheet,869.41B,,876.61B
2007-07-14,Saturday,01:00,USD,Medium,U.S. Baker Hughes Oil Rig Count,284,,274
2007-07-14,Saturday,04:30,USD,Medium,CFTC Crude Oil speculative net positions,113.3k,,97.4k
2007-07-15,Sunday,23:00,ILS,Low,CPI (YoY)  (Jun),-0.7%,,-1.3%
2007-07-18,Wednesday,20:30,USD,High,CPI (MoM)  (Jun),0.2%,,0.4%
2007-07-18,Wednesday,20:30,USD,High,CPI (YoY)  (Jun),2.7%,,2.7%
2007-07-18,Wednesday,20:30,USD,High,Core CPI (MoM)  (Jun),0.2%,,0.1%
2007-07-18,Wednesday,20:30,USD,Medium,Core CPI (YoY)  (Jun),2.2%,,2.2%
2007-07-19,Thursday,04:30,USD,Medium,Fed's Balance Sheet,872.92B,,869.41B
2007-07-19,Thursday,23:00,USD,Medium,US Leading Index (MoM)  (Jun),-0.3%,0%,0.2%
2007-07-20,Friday,18:00,CNY,Medium,PBoC Interest Rate,6.84%,,6.57%
2007-07-21,Saturday,01:00,USD,Medium,U.S. Baker Hughes Oil Rig Count,287,,284
2007-07-21,Saturday,04:30,USD,Medium,CFTC Crude Oil speculative net positions,111.5k,,113.3k
2007-07-26,Thursday,04:30,USD,Medium,Fed's Balance Sheet,863.89B,,872.92B
2007-07-26,Thursday,17:00,EUR,Medium,German Ifo Business Climate Index,106.4,106.5,107
2007-07-28,Saturday,01:00,USD,Medium,U.S. Baker Hughes Oil Rig Count,296,,287
2007-07-28,Saturday,04:30,USD,Medium,CFTC Crude Oil speculative net positions,110.9k,,111.5k
2007-08-01,Wednesday,17:00,USD,Medium,5-Year Note Auction  (Jul),4.63%,,4.88%
2007-08-01,Wednesday,17:00,USD,Low,All Car Sales  (Jul),7.21M,,7.52M
2007-08-01,Wednesday,17:00,USD,Low,All Truck Sales  (Jul),8.29M,,8.30M
2007-08-01,Wednesday,17:00,GBP,Medium,Average Earnings Index +Bonus  (Jul),4.50%,,4.30%
2007-08-01,Wednesday,17:00,GBP,Low,Average Earnings ex Bonus  (Jul),4.30%,,4.10%
2007-08-01,Wednesday,17:00,USD,High,Average Hourly Earnings (MoM)  (Jul),0.00%,,0.60%
2007-08-01,Wednesday,17:00,USD,Low,Average Weekly Hours  (Jul),34.60,,34.60
2007-08-01,Wednesday,17:00,GBP,Medium,BRC Retail Sales Monitor (YoY)  (Jul),1.19%,,3.00%
2007-08-01,Wednesday,17:00,CAD,High,BoC Interest Rate Decision  (Jul),4.50%,,4.25%
2007-08-01,Wednesday,17:00,GBP,Low,BoE Consumer Credit  (Jul),1.06B,,0.72B
2007-08-01,Wednesday,17:00,GBP,High,BoE Interest Rate Decision  (Jul),5.75%,,5.50%
2007-08-01,Wednesday,17:00,CAD,Low,Budget Balance  (Jul),1.14B,,2.82B
2007-08-01,Wednesday,17:00,CAD,Low,Budget Balance (YoY)  (Jul),6.75B,,5.60B
2007-08-01,Wednesday,17:00,CAD,Medium,Building Permits (MoM)  (Jul),-11.00%,,-2.20%
2007-08-01,Wednesday,17:00,USD,Medium,Business Inventories (MoM)  (Jul),0.10%,,0.50%
2007-08-01,Wednesday,17:00,USD,High,CB Consumer Confidence  (Jul),111.90,,105.30
2007-08-01,Wednesday,17:00,USD,Low,CB Employment Trends Index  (Jul),127.10,,127.60
